"Gear
Group",Year,Time,Lat,Latd,Lon,Effort,SWO,ALB,YFT,BET,CPUE-SWO,CPUE-ALB,CPUE-YFT,CPUE-BET
LL,2019,19-Nov,30,-30,14,5136,337,13386,62,770,0.065615265,2.606308411,0.012071651,0.149922118
LL,2019,19-Nov,30,-30,15,9775,460,11338,147,1710,0.047058824,1.159897698,0.015038363,0.174936061
LL,2019,19-Nov,30,-30,15,29456,1152,36925,409,7432,0.03910918,1.253564639,0.013885117,0.252308528
LL,2019,19-Nov,30,-30,18,1386,42,3595,61,405,0.03030303,2.593795094,0.044011544,0.292207792
LL,2019,19-Nov,31,-31,15,5280,514,3903,475,2108,0.097348485,0.739204545,0.089962121,0.399242424
LL,2019,19-Nov,31,-31,15,3720,468,1069,0,1082,0.125806452,0.287365591,0,0.290860215
LL,2019,19-Nov,31,-31,15,21640,2309,17548,696,3699,0.106700555,0.81090573,0.032162662,0.170933457
LL,2019,19-Nov,31,-31,16,4070,158,794,0,444,0.038820639,0.195085995,0,0.109090909
LL,2019,19-Nov,31,-31,16,1440,0,441,0,220,0,0.30625,0,0.152777778
LL,2019,19-Nov,31,-31,16,1600,0,1205,49,204,0,0.753125,0.030625,0.1275
LL,2019,19-Nov,32,-32,14,1000,0,303,49,226,0,0.303,0.049,0.226
LL,2019,19-Nov,32,-32,15,1290,0,985,44,444,0,0.763565891,0.034108527,0.344186047
LL,2019,19-Nov,32,-32,15,910,193,271,347,180,0.212087912,0.297802198,0.381318681,0.197802198
LL,2019,19-Nov,32,-32,16,1150,280,763,144,312,0.243478261,0.663478261,0.125217391,0.271304348
LL,2019,19-Nov,32,-32,16,8970,730,10327,626,3344,0.081382386,1.151282051,0.069788183,0.372798216
LL,2019,19-Nov,33,-33,16,1820,279,267,0,384,0.153296703,0.146703297,0,0.210989011
LL,2019,19-Nov,35,-35,18,3150,252,89,2500,320,0.08,0.028253968,0.793650794,0.101587302
LL,2019,19-Nov,35,-35,19,1800,50,71,1341,216,0.027777778,0.039444444,0.745,0.12
LL,2019,19-Nov,36,-36,19,2880,309,96,2052,320,0.107291667,0.033333333,0.7125,0.111111111
LL,2019,19-Nov,36,-36,19,10250,1375,780,21919,2385,0.134146341,0.076097561,2.138439024,0.232682927
LL,2019,19-Dec,30,-30,14,1600,0,311,0,200,0,0.194375,0,0.125
LL,2019,19-Dec,30,-30,15,3382,395,512,0,210,0.116794796,0.15138971,0,0.062093436
LL,2019,19-Dec,31,-31,15,1500,138,684,0,200,0.092,0.456,0,0.133333333
LL,2019,19-Dec,31,-31,16,3460,395,1243,0,350,0.11416185,0.359248555,0,0.101156069
LL,2019,19-Dec,32,-32,16,1685,0,898,0,170,0,0.532937685,0,0.100890208
LL,2019,19-Dec,34,-34,17,3400,39,90,0,170,0.011470588,0.026470588,0,0.05
LL,2019,19-Dec,34,-34,19,1600,103,263,452,160,0.064375,0.164375,0.2825,0.1
LL,2019,19-Dec,30,-30,14,1600,0,311,0,200,0,0.194375,0,0.125
LL,2019,19-Dec,30,-30,15,3382,395,512,0,210,0.116794796,0.15138971,0,0.062093436
LL,2019,19-Dec,31,-31,15,1500,138,684,0,200,0.092,0.456,0,0.133333333
LL,2019,19-Dec,31,-31,16,3460,395,1243,0,350,0.11416185,0.359248555,0,0.101156069
LL,2019,19-Dec,32,-32,16,1685,0,898,0,170,0,0.532937685,0,0.100890208
LL,2019,19-Dec,34,-34,17,3400,39,90,0,170,0.011470588,0.026470588,0,0.05
LL,2019,19-Dec,34,-34,19,1600,103,263,452,160,0.064375,0.164375,0.2825,0.1
LL,2020,20-Jan,35,-35,18,3080,446,190,201,70,0.144805195,0.061688312,0.06525974,0.022727273
LL,2020,20-Jan,35,-35,18,2800,551,401,344,34,0.196785714,0.143214286,0.122857143,0.012142857
LL,2020,20-Jan,35,-35,19,1000,72,0,53,0,0.072,0,0.053,0
LL,2020,20-Jan,35,-35,19,2800,313,0,798,0,0.111785714,0,0.285,0
LL,2020,20-Feb,33,-33,16,1145,0,81,0,48,0,0.070742358,0,0.041921397
LL,2020,20-Feb,33,-33,16,1400,0,44,59,10,0,0.031428571,0.042142857,0.007142857
LL,2020,20-Feb,35,-35,18,2000,133,616,269,12,0.0665,0.308,0.1345,0.006
LL,2020,20-Feb,35,-35,19,1200,26,147,0,0,0.021666667,0.1225,0,0
LL,2020,20-Feb,35,-35,19,2850,108,688,241,10,0.037894737,0.241403509,0.084561404,0.003508772
LL,2020,20-Feb,36,-36,19,1000,29,96,0,0,0.029,0.096,0,0
LL,2020,20-Feb,36,-36,19,2780,188,647,206,0,0.067625899,0.232733813,0.074100719,0
LL,2020,20-Feb,36,-36,19,1580,0,61,45,0,0,0.038607595,0.028481013,0
LL,2020,20-Mar,34,-34,18,0,214,155,400,15,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
LL,2020,20-Mar,35,-35,18,0,2264,3410,2799,90,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
LL,2020,20-Mar,35,-35,19,2226,447,782,534,0,0.200808625,0.351302785,0.239892183,0
LL,2020,20-Mar,35,-35,19,3150,780,0,2938,27,0.247619048,0,0.932698413,0.008571429
LL,2020,20-Mar,36,-36,19,5232,1253,2658,2506,45,0.239487768,0.508027523,0.478975535,0.008600917
LL,2020,20-Mar,36,-36,19,1400,88,0,181,0,0.062857143,0,0.129285714,0
LL,2020,20-Mar,36,-36,19,2960,130,0,312,30,0.043918919,0,0.105405405,0.010135135
LL,2020,20-Mar,37,-37,19,1750,218,0,406,0,0.124571429,0,0.232,0
LL,2020,20-Apr,31,-31,15,1200,329,283,0,300,0.274166667,0.235833333,0,0.25
LL,2020,20-Apr,31,-31,15,1390,552,290,95,234,0.397122302,0.208633094,0.068345324,0.168345324
LL,2020,20-Apr,32,-32,15,1200,172,150,84,60,0.143333333,0.125,0.07,0.05
LL,2020,20-Apr,35,-35,18,1500,459,164,3214,84,0.306,0.109333333,2.142666667,0.056
LL,2020,20-Apr,35,-35,18,1000,505,136,929,158,0.505,0.136,0.929,0.158
LL,2020,20-Apr,36,-36,18,1350,0,85,332,0,0,0.062962963,0.245925926,0
LL,2020,20-May,30,-30,14,2920,110,730,86,833,0.037671233,0.25,0.029452055,0.285273973
LL,2020,20-May,30,-30,14,3400,1749,1407,62,1005,0.514411765,0.413823529,0.018235294,0.295588235
LL,2020,20-May,30,-30,15,4260,408,878,108,1415,0.095774648,0.206103286,0.025352113,0.332159624
LL,2020,20-May,30,-30,15,3000,601,577,49,169,0.200333333,0.192333333,0.016333333,0.056333333
LL,2020,20-May,31,-31,14,3350,1959,266,79,180,0.584776119,0.079402985,0.02358209,0.053731343
LL,2020,20-May,31,-31,14,2760,241,689,88,419,0.087318841,0.249637681,0.031884058,0.151811594
LL,2020,20-May,31,-31,15,3090,142,144,27,225,0.045954693,0.046601942,0.008737864,0.072815534
LL,2020,20-May,31,-31,15,14080,2454,1011,645,2252,0.174289773,0.071803977,0.045809659,0.159943182
LL,2020,20-May,31,-31,15,3068,597,498,32,276,0.194589309,0.16232073,0.010430248,0.089960887
LL,2020,20-May,31,-31,15,8170,647,2218,1036,3715,0.079192166,0.271481028,0.126805386,0.454712362
LL,2020,20-May,31,-31,16,1400,66,57,0,170,0.047142857,0.040714286,0,0.121428571
LL,2020,20-May,31,-31,16,1320,149,0,99,192,0.112878788,0,0.075,0.145454545
LL,2020,20-May,32,-32,16,1870,743,590,298,315,0.397326203,0.315508021,0.159358289,0.168449198
LL,2020,20-May,32,-32,16,2072,789,1002,123,310,0.380791506,0.483590734,0.059362934,0.1496139
LL,2020,20-May,32,-32,16,3100,807,129,284,255,0.260322581,0.041612903,0.091612903,0.082258065
LL,2020,20-May,33,-33,16,1500,0,77,0,0,0,0.051333333,0,0
LL,2020,20-May,33,-33,17,2600,252,1277,1365,193,0.096923077,0.491153846,0.525,0.074230769
LL,2020,20-May,34,-34,17,11350,3473,3437,2304,428,0.305991189,0.302819383,0.202995595,0.037709251
LL,2020,20-May,31,-31,16,1320,149,0,99,192,0.112878788,0,0.075,0.145454545
LL,2020,20-May,32,-32,16,1870,743,590,298,315,0.397326203,0.315508021,0.159358289,0.168449198
LL,2020,20-May,32,-32,16,2072,789,1002,123,310,0.380791506,0.483590734,0.059362934,0.1496139
LL,2020,20-May,32,-32,16,3100,807,129,284,255,0.260322581,0.041612903,0.091612903,0.082258065
LL,2020,20-May,33,-33,16,1500,0,77,0,0,0,0.051333333,0,0
LL,2020,20-May,33,-33,17,2600,252,1277,1365,193,0.096923077,0.491153846,0.525,0.074230769
LL,2020,20-May,34,-34,17,11350,3473,3437,2304,428,0.305991189,0.302819383,0.202995595,0.037709251
LL,2020,20-May,34,-34,17,1000,276,353,353,50,0.276,0.353,0.353,0.05
LL,2020,20-May,34,-34,17,3675,1957,1423,3489,510,0.532517007,0.387210884,0.949387755,0.13877551
LL,2020,20-May,34,-34,18,1000,304,325,216,0,0.304,0.325,0.216,0
LL,2020,20-May,34,-34,18,2820,442,525,1787,42,0.156737589,0.186170213,0.633687943,0.014893617
LL,2020,20-May,35,-35,17,1350,405,354,486,234,0.3,0.262222222,0.36,0.173333333
LL,2020,20-May,35,-35,17,1000,225,215,678,120,0.225,0.215,0.678,0.12
LL,2020,20-May,35,-35,18,9900,1928,1712,5305,389,0.194747475,0.172929293,0.535858586,0.039292929
LL,2020,20-May,35,-35,18,1350,166,79,425,96,0.122962963,0.058518519,0.314814815,0.071111111
LL,2020,20-May,35,-35,18,8000,1829,3249,3986,442,0.228625,0.406125,0.49825,0.05525
LL,2020,20-May,35,-35,18,13770,3282,4614,6091,831,0.238344227,0.335076253,0.442338417,0.060348584
LL,2020,20-May,35,-35,19,1100,242,106,886,0,0.22,0.096363636,0.805454545,0
LL,2020,20-May,35,-35,19,1350,271,163,468,38,0.200740741,0.120740741,0.346666667,0.028148148
LL,2020,20-May,36,-36,19,1150,0,31,415,72,0,0.026956522,0.360869565,0.062608696
LL,2020,20-Jun,30,-30,12,1380,237,132,0,288,0.17173913,0.095652174,0,0.208695652
LL,2020,20-Jun,30,-30,13,2755,563,426,125,502,0.204355717,0.154627949,0.045372051,0.182214156
LL,2020,20-Jun,30,-30,14,14469,3766,2315,1139,5520,0.2602806,0.159997235,0.078720022,0.381505287
LL,2020,20-Jun,30,-30,14,5700,1717,1170,301,2265,0.30122807,0.205263158,0.052807018,0.397368421
LL,2020,20-Jun,31,-31,12,1380,519,0,84,120,0.376086957,0,0.060869565,0.086956522
LL,2020,20-Jun,31,-31,13,1380,535,181,96,315,0.387681159,0.13115942,0.069565217,0.22826087
LL,2020,20-Jun,31,-31,15,6860,1924,1024,405,1834,0.280466472,0.149271137,0.059037901,0.267346939
LL,2020,20-Jun,32,-32,14,6860,2137,542,23,520,0.311516035,0.079008746,0.00335277,0.075801749
LL,2020,20-Jun,32,-32,15,1380,134,41,24,36,0.097101449,0.029710145,0.017391304,0.026086957
LL,2020,20-Jun,32,-32,16,4300,924,464,190,265,0.214883721,0.107906977,0.044186047,0.061627907
LL,2020,20-Jun,32,-32,16,2530,968,579,177,484,0.382608696,0.228853755,0.069960474,0.191304348
LL,2020,20-Jun,32,-32,16,1266,302,673,156,671,0.238546603,0.531595577,0.123222749,0.530015798
LL,2020,20-Jun,32,-32,16,2600,600,662,340,936,0.230769231,0.254615385,0.130769231,0.36
LL,2020,20-Jun,33,-33,16,10308,3032,1310,707,1063,0.294140473,0.127085759,0.068587505,0.103123787
LL,2020,20-Jun,33,-33,16,25710,5472,3966,1733,2962,0.212835473,0.154259043,0.067405679,0.11520809
LL,2020,20-Jun,33,-33,16,8060,2303,3421,2137,1587,0.28573201,0.424441687,0.265136476,0.196898263
LL,2020,20-Jun,33,-33,16,11390,3119,5973,1479,2389,0.273836699,0.524407375,0.129850746,0.209745391
LL,2020,20-Jun,33,-33,17,6850,1444,5179,3183,2417,0.21080292,0.756058394,0.464671533,0.352846715
LL,2020,20-Jun,33,-33,17,5360,1464,539,501,955,0.273134328,0.100559701,0.093470149,0.178171642
LL,2020,20-Jun,33,-33,17,3159,490,1788,1435,239,0.155112377,0.566001899,0.454257676,0.075656853
LL,2020,20-Jun,33,-33,17,13660,2917,7806,2726,955,0.213543192,0.571449488,0.199560761,0.069912152
LL,2020,20-Jun,34,-34,16,1600,322,85,0,70,0.20125,0.053125,0,0.04375
LL,2020,20-Jun,34,-34,17,1080,283,851,316,130,0.262037037,0.787962963,0.292592593,0.12037037
LL,2020,20-Jun,34,-34,17,7400,2129,511,798,180,0.287702703,0.069054054,0.107837838,0.024324324
LL,2020,20-Jun,34,-34,17,3060,921,435,345,24,0.300980392,0.142156863,0.112745098,0.007843137
LL,2020,20-Jul,30,-30,14,9175,2430,582,429,4400,0.264850136,0.063433243,0.046757493,0.479564033
LL,2020,20-Jul,30,-30,15,3300,506,124,34,460,0.153333333,0.037575758,0.01030303,0.139393939
LL,2020,20-Jul,30,-30,15,1620,375,0,0,336,0.231481481,0,0,0.207407407
LL,2020,20-Jul,31,-31,14,3300,842,226,34,480,0.255151515,0.068484848,0.01030303,0.145454545
LL,2020,20-Jul,31,-31,15,1141,932,357,113,1500,0.816827344,0.312883436,0.099035933,1.314636284
LL,2020,20-Jul,31,-31,15,13395,3148,1713,1274,3887,0.235013065,0.127883539,0.095110116,0.290182904
LL,2020,20-Jul,31,-31,15,6510,2462,1366,1084,5694,0.378187404,0.209831029,0.166513057,0.874654378
LL,2020,20-Jul,32,-32,15,5570,1106,490,619,1380,0.198563734,0.087971275,0.111131059,0.247755835
LL,2020,20-Jul,32,-32,16,3030,1132,1311,922,3672,0.37359736,0.432673267,0.304290429,1.211881188
LL,2020,20-Jul,32,-32,16,10085,2559,2669,1147,5016,0.253743183,0.264650471,0.113733267,0.497372335
LL,2020,20-Jul,32,-32,16,1137,187,0,313,800,0.164467898,0,0.27528584,0.703605981
LL,2020,20-Jul,32,-32,16,2970,1028,358,312,1512,0.346127946,0.120538721,0.105050505,0.509090909
LL,2020,20-Jul,33,-33,16,9250,805,1244,997,1898,0.087027027,0.134486486,0.107783784,0.205189189
LL,2020,20-Jul,33,-33,16,22000,4197,5266,3102,6116,0.190772727,0.239363636,0.141,0.278
LL,2020,20-Jul,33,-33,16,9130,1415,1695,1600,3548,0.154983571,0.185651698,0.17524644,0.388608981
LL,2020,20-Jul,33,-33,16,7356,1642,1209,1150,930,0.223219141,0.164355628,0.156334965,0.126427406
LL,2020,20-Jul,33,-33,17,1250,142,99,283,168,0.1136,0.0792,0.2264,0.1344
LL,2020,20-Jul,33,-33,17,5255,596,316,515,196,0.113415794,0.060133206,0.098001903,0.037297812
LL,2020,20-Jul,33,-33,17,1171,199,279,234,742,0.169940222,0.238257899,0.199829206,0.633646456
LL,2020,20-Jul,33,-33,17,4200,1056,1015,1489,1170,0.251428571,0.241666667,0.35452381,0.278571429
LL,2020,20-Jul,34,-34,16,1020,141,0,0,0,0.138235294,0,0,0
LL,2020,20-Jul,34,-34,16,986,96,55,0,40,0.097363083,0.055780933,0,0.040567951
LL,2020,20-Jul,34,-34,17,8360,759,403,211,259,0.090789474,0.048205742,0.025239234,0.030980861
LL,2020,20-Jul,34,-34,17,823,0,0,82,150,0,0,0.09963548,0.182260024
LL,2020,20-Jul,34,-34,17,2900,370,486,489,1578,0.127586207,0.167586207,0.16862069,0.544137931
LL,2020,20-Jul,34,-34,18,5630,295,1002,322,785,0.052397869,0.177975133,0.057193606,0.139431616
LL,2020,20-Jul,35,-35,17,2285,677,177,252,20,0.296280088,0.077461707,0.110284464,0.008752735
LL,2020,20-Jul,35,-35,17,2269,126,42,72,100,0.055531071,0.018510357,0.031732041,0.044072279
LL,2020,20-Jul,35,-35,18,12850,997,4949,416,3242,0.077587549,0.385136187,0.032373541,0.25229572
LL,2020,20-Jul,35,-35,19,1272,54,1174,315,372,0.04245283,0.922955975,0.247641509,0.29245283
LL,2020,20-Jul,35,-35,19,2900,0,852,90,790,0,0.293793103,0.031034483,0.272413793
LL,2020,20-Jul,35,-35,19,1193,277,879,885,696,0.232187762,0.736797988,0.741827326,0.583403185
LL,2020,20-Jul,35,-35,19,2000,238,1020,333,5577,0.119,0.51,0.1665,2.7885
LL,2020,20-Jul,36,-36,19,2065,753,1034,1153,2808,0.36464891,0.500726392,0.558353511,1.359806295
LL,2020,20-Jul,36,-36,19,2418,76,1009,586,2469,0.031430935,0.417287014,0.242349049,1.021091811
LL,2020,20-Jul,36,-36,19,9850,1749,4491,4254,16954,0.177563452,0.455939086,0.431878173,1.721218274
LL,2020,20-Aug,30,-30,14,1450,0,1130,0,2000,0,0.779310345,0,1.379310345
LL,2020,20-Aug,30,-30,15,2900,197,1300,0,1400,0.067931034,0.448275862,0,0.482758621
LL,2020,20-Aug,31,-31,14,1300,132,85,57,0,0.101538462,0.065384615,0.043846154,0
LL,2020,20-Aug,31,-31,15,3160,283,684,45,450,0.089556962,0.216455696,0.014240506,0.142405063
LL,2020,20-Aug,31,-31,15,4050,210,480,85,550,0.051851852,0.118518519,0.020987654,0.135802469
LL,2020,20-Aug,31,-31,16,1300,66,158,136,750,0.050769231,0.121538462,0.104615385,0.576923077
LL,2020,20-Aug,32,-32,15,2900,467,85,0,75,0.161034483,0.029310345,0,0.025862069
LL,2020,20-Aug,32,-32,16,1500,0,390,0,200,0,0.26,0,0.133333333
LL,2020,20-Aug,32,-32,16,8080,852,3091,162,4694,0.105445545,0.382549505,0.020049505,0.580940594
LL,2020,20-Aug,33,-33,16,2115,163,744,0,952,0.077068558,0.35177305,0,0.450118203
LL,2020,20-Aug,33,-33,16,23400,1578,9116,301,11530,0.067435897,0.38957265,0.012863248,0.492735043
LL,2020,20-Aug,33,-33,16,4637,419,2718,64,3430,0.090360147,0.586154841,0.013802027,0.739702394
LL,2020,20-Aug,33,-33,17,3075,120,2681,145,2968,0.03902439,0.871869919,0.047154472,0.965203252
LL,2020,20-Aug,33,-33,17,3880,447,585,219,586,0.115206186,0.150773196,0.056443299,0.151030928
LL,2020,20-Aug,33,-33,17,1012,104,565,81,1022,0.102766798,0.558300395,0.080039526,1.009881423
LL,2020,20-Aug,34,-34,15,1460,26,260,23,156,0.017808219,0.178082192,0.015753425,0.106849315
LL,2020,20-Aug,34,-34,16,2200,454,266,130,500,0.206363636,0.120909091,0.059090909,0.227272727
LL,2020,20-Aug,34,-34,17,9580,1155,2149,1009,846,0.120563674,0.224321503,0.105323591,0.088308977
LL,2020,20-Aug,34,-34,18,800,54,177,186,336,0.0675,0.22125,0.2325,0.42
LL,2020,20-Aug,34,-34,18,1460,95,544,142,288,0.065068493,0.37260274,0.097260274,0.197260274
LL,2020,20-Aug,34,-34,18,653,66,95,133,200,0.101071975,0.145482389,0.203675345,0.306278714
LL,2020,20-Aug,35,-35,15,1400,0,114,130,650,0,0.081428571,0.092857143,0.464285714
LL,2020,20-Aug,35,-35,17,2840,395,842,157,332,0.139084507,0.296478873,0.05528169,0.116901408
LL,2020,20-Aug,35,-35,18,13495,1390,2651,1868,6548,0.103001112,0.196443127,0.138421638,0.485216747
LL,2020,20-Aug,35,-35,18,693,0,0,0,475,0,0,0,0.685425685
LL,2020,20-Aug,35,-35,18,1700,0,0,294,465,0,0,0.172941176,0.273529412
LL,2020,20-Aug,35,-35,19,5800,316,762,1355,2620,0.054482759,0.13137931,0.23362069,0.451724138
LL,2020,20-Aug,35,-35,19,1006,0,0,211,169,0,0,0.209741551,0.167992048
LL,2020,20-Aug,35,-35,19,3870,214,701,2557,5194,0.055297158,0.181136951,0.660723514,1.342118863
LL,2020,20-Aug,35,-35,19,1100,26,0,116,434,0.023636364,0,0.105454545,0.394545455
LL,2020,20-Aug,36,-36,18,1380,287,599,255,572,0.207971014,0.434057971,0.184782609,0.414492754
LL,2020,20-Aug,36,-36,19,2400,221,470,2780,3680,0.092083333,0.195833333,1.158333333,1.533333333
LL,2020,20-Aug,36,-36,19,1440,153,185,588,400,0.10625,0.128472222,0.408333333,0.277777778
LL,2020,20-Aug,36,-36,19,2357,538,1328,4644,854,0.228256258,0.563428087,1.97030123,0.362324989
LL,2020,20-Aug,36,-36,19,7600,1658,2407,9683,6132,0.218157895,0.316710526,1.274078947,0.806842105
LL,2020,20-Aug,30,-30,14,8330,579,2995,96,4000,0.069507803,0.359543818,0.01152461,0.480192077
LL,2020,20-Sep,30,-30,14,16800,2113,10775,145,8480,0.12577381,0.641369048,0.008630952,0.504761905
LL,2020,20-Sep,30,-30,15,13605,611,6212,23,6350,0.04490996,0.456596839,0.001690555,0.466740169
LL,2020,20-Sep,30,-30,15,13460,743,6362,199,4210,0.055200594,0.472659733,0.014784547,0.312778603
LL,2020,20-Sep,31,-31,15,10140,489,5069,288,1982,0.048224852,0.499901381,0.028402367,0.195463511
LL,2020,20-Sep,32,-32,15,1380,110,70,42,84,0.079710145,0.050724638,0.030434783,0.060869565
LL,2020,20-Sep,32,-32,16,1450,0,139,0,290,0,0.095862069,0,0.2
LL,2020,20-Sep,32,-32,16,12740,580,5552,556,4707,0.045525903,0.435792779,0.043642072,0.369466248
LL,2020,20-Sep,33,-33,16,820,59,35,0,312,0.07195122,0.042682927,0,0.380487805
LL,2020,20-Sep,33,-33,16,9900,526,1394,486,2359,0.053131313,0.140808081,0.049090909,0.238282828
LL,2020,20-Sep,33,-33,16,2095,116,520,167,890,0.055369928,0.248210024,0.079713604,0.424821002
LL,2020,20-Sep,33,-33,16,1600,145,200,54,689,0.090625,0.125,0.03375,0.430625
LL,2020,20-Sep,33,-33,17,1380,209,290,42,384,0.151449275,0.210144928,0.030434783,0.27826087
LL,2020,20-Sep,34,-34,16,1380,496,94,0,24,0.35942029,0.068115942,0,0.017391304
LL,2020,20-Sep,34,-34,16,1693,289,35,0,52,0.170702894,0.020673361,0,0.030714708
LL,2020,20-Sep,34,-34,17,7060,635,351,180,283,0.089943343,0.049716714,0.025495751,0.040084986
LL,2020,20-Sep,34,-34,17,1438,172,174,0,26,0.11961057,0.121001391,0,0.018080668
LL,2020,20-Sep,35,-35,16,2810,167,66,49,120,0.059430605,0.023487544,0.017437722,0.042704626
LL,2020,20-Sep,35,-35,17,1467,222,96,54,182,0.151329243,0.065439673,0.036809816,0.124062713
LL,2020,20-Sep,35,-35,17,1440,37,16,35,72,0.025694444,0.011111111,0.024305556,0.05
LL,2020,20-Sep,35,-35,18,4302,372,827,739,310,0.086471409,0.192236169,0.171780567,0.072059507
LL,2020,20-Sep,35,-35,18,100,0,113,40,50,0,1.13,0.4,0.5
LL,2020,20-Sep,35,-35,18,4837,405,640,848,336,0.083729584,0.132313417,0.175315278,0.069464544
LL,2020,20-Sep,35,-35,18,3716,117,179,270,65,0.031485468,0.048170075,0.072658773,0.017491927
LL,2020,20-Sep,35,-35,19,895,66,0,0,142,0.073743017,0,0,0.158659218
LL,2020,20-Sep,35,-35,19,2306,305,499,768,420,0.13226366,0.216392021,0.333044232,0.182133565
LL,2020,20-Sep,35,-35,19,5270,132,45,989,564,0.025047438,0.008538899,0.187666034,0.107020873
LL,2020,20-Sep,36,-36,16,1620,125,41,0,650,0.077160494,0.025308642,0,0.401234568
LL,2020,20-Sep,36,-36,18,1340,176,0,190,72,0.131343284,0,0.141791045,0.053731343
LL,2020,20-Sep,36,-36,19,2116,299,271,1138,420,0.141304348,0.128071834,0.537807183,0.198487713
LL,2020,20-Sep,36,-36,19,5660,789,984,965,532,0.139399293,0.17385159,0.1704947,0.093992933
LL,2020,20-Sep,36,-36,19,2518,722,1177,1670,1274,0.286735504,0.467434472,0.663224782,0.505957109
LL,2020,20-Sep,36,-36,19,16010,1712,3696,9399,4591,0.106933167,0.230855715,0.587070581,0.286758276
LL,2020,20-Oct,30,-30,14,20000,857,10768,162,2300,0.04285,0.5384,0.0081,0.115
LL,2020,20-Oct,30,-30,15,3430,92,542,79,1500,0.026822157,0.158017493,0.02303207,0.437317784
LL,2020,20-Oct,30,-30,15,9000,274,1729,40,2480,0.030444444,0.192111111,0.004444444,0.275555556
LL,2020,20-Oct,31,-31,15,5760,0,1177,0,290,0,0.204340278,0,0.050347222
LL,2020,20-Oct,32,-32,16,4230,59,411,0,145,0.013947991,0.097163121,0,0.03427896
LL,2020,20-Oct,33,-33,16,1350,171,85,0,30,0.126666667,0.062962963,0,0.022222222
LL,2020,20-Oct,34,-34,16,7200,178,328,79,600,0.024722222,0.045555556,0.010972222,0.083333333
LL,2020,20-Oct,34,-34,16,4260,268,243,92,266,0.062910798,0.057042254,0.021596244,0.062441315
LL,2020,20-Oct,34,-34,17,3600,145,68,345,140,0.040277778,0.018888889,0.095833333,0.038888889
LL,2020,20-Oct,34,-34,17,6660,698,572,5564,318,0.104804805,0.085885886,0.835435435,0.047747748
LL,2020,20-Oct,35,-35,18,1350,118,0,66,10,0.087407407,0,0.048888889,0.007407407
LL,2020,20-Oct,35,-35,19,2680,114,0,1614,280,0.042537313,0,0.602238806,0.104477612
LL,2020,20-Oct,35,-35,19,2171,305,50,547,252,0.140488254,0.023030861,0.251957623,0.116075541
LL,2020,20-Oct,36,-36,18,1380,258,46,49,62,0.186956522,0.033333333,0.035507246,0.044927536
LL,2020,20-Oct,36,-36,19,9173,2226,394,4387,535,0.242668702,0.042952142,0.47825139,0.05832334
LL,2020,20-Oct,36,-36,19,8980,1427,445,2574,127,0.158908686,0.049554566,0.286636971,0.014142539
LL,2020,20-Oct,36,-36,19,10838,1971,989,2710,476,0.181860122,0.091252999,0.250046134,0.043919542
LL,2020,20-Oct,36,-36,19,3414,710,614,5200,728,0.207967194,0.179847686,1.523140012,0.213239602
LL,2020,20-Nov,30,-30,14,10250,395,4929,0,505,0.038536585,0.480878049,0,0.049268293
LL,2020,20-Nov,30,-30,14,25828,1319,15428,175,1175,0.051068608,0.597336224,0.006775592,0.045493263
LL,2020,20-Nov,30,-30,15,16226,204,9711,0,570,0.012572415,0.598483915,0,0.035128806
LL,2020,20-Nov,30,-30,15,13428,120,11470,42,1121,0.00893655,0.854185284,0.003127793,0.083482276
LL,2020,20-Nov,31,-31,14,4020,0,4121,0,614,0,1.025124378,0,0.152736318
LL,2020,20-Nov,31,-31,15,19152,848,10666,40,750,0.04427736,0.556913116,0.002088555,0.039160401
LL,2020,20-Nov,32,-32,15,1500,0,85,0,60,0,0.056666667,0,0.04
LL,2020,20-Nov,33,-33,14,2760,181,95,0,30,0.06557971,0.03442029,0,0.010869565
LL,2020,20-Nov,33,-33,16,2400,0,151,61,108,0,0.062916667,0.025416667,0.045
LL,2020,20-Nov,34,-34,17,1700,217,45,45,50,0.127647059,0.026470588,0.026470588,0.029411765
LL,2020,20-Nov,34,-34,17,5240,201,355,1363,205,0.038358779,0.067748092,0.260114504,0.039122137
LL,2020,20-Nov,34,-34,18,1157,176,0,179,78,0.152117545,0,0.154710458,0.06741573
LL,2020,20-Nov,34,-34,18,2383,167,67,676,42,0.070079731,0.02811582,0.283676039,0.017624843
LL,2020,20-Nov,35,-35,18,3040,37,101,2677,42,0.012171053,0.033223684,0.880592105,0.013815789
LL,2020,20-Nov,35,-35,18,1200,0,0,450,70,0,0,0.375,0.058333333
LL,2020,20-Nov,35,-35,18,1257,0,155,362,0,0,0.123309467,0.287987271,0
LL,2020,20-Nov,35,-35,18,3510,239,0,1289,13,0.068091168,0,0.367236467,0.003703704
LL,2020,20-Nov,35,-35,19,1272,0,16,94,0,0,0.012578616,0.073899371,0
LL,2020,20-Nov,36,-36,18,983,197,0,164,0,0.200406918,0,0.166836216,0
LL,2020,20-Nov,36,-36,18,983,187,0,0,70,0.190233978,0,0,0.07121058
LL,2020,20-Nov,36,-36,18,1620,59,0,368,24,0.036419753,0,0.227160494,0.014814815
LL,2020,20-Nov,36,-36,19,950,109,18,259,70,0.114736842,0.018947368,0.272631579,0.073684211
